track_id,year,key,key_confidence,time_signature,time_signature_confidence,mode,mode_confidence,end_of_fade_in,start_of_fade_out,energy,duration,danceability,tempo,loudness,top100
TRMHXGF128F42756E3,0,10,0,4,0,0,0,0.2,172.199,0,176.50893,0,126.799,-11.535,no
TRMHXGH128F1466307,1983,11,0.596,4,0,0,0.459,0.404,241.94,0,251.95057,0,128.138,-12.767,no
TRMHXRX128F421FC0C,1997,6,0.005,4,1,1,0.199,0.247,239.456,0,245.002,0,110.025,-6.371,no
TRMHXCY128F42AC6C8,2005,9,0.974,4,0,1,0.638,0.136,195.669,0,201.482,0,160.875,-8.523,no
TRMHXXB128F14A0CBE,2003,8,0.958,4,0.618,0,0.791,0.125,330.89,0,338.33751,0,79.998,-10.961,no
TRMHXXA128F42571CE,1983,10,0.178,4,0.14,1,0.507,0.427,203.14,0,215.71873,0,144.403,-13.216,no
TRMHXFC128F4234AEC,1995,0,0,4,0.7,1,0,9.805,160.015,0,167.33995,0,171.976,-8.997,no
TRMHXEJ128F92C1E58,1996,9,0.299,3,0.92,1,0.338,0,289.123,0,299.4673,0,88.703,-7.384,no
TRMHXIA12903CEDFFD,2002,10,0.249,4,0.185,1,0,0,278.564,0,285.83138,0,177.873,-6.156,no
TRMHXUA128F424ACDC,0,10,0.758,4,0.366,1,0.491,0.287,252.918,0,262.03383,0,144.803,-6.241,no
TRMHXXM128F421F4AA,2005,0,0.933,4,0.613,1,0.645,0.137,303.009,0,305.91955,0,85.027,-7.275,no
TRMHXYU12903CB3427,2009,2,0.114,3,1,1,0.228,4.609,269.682,0,286.71955,0,94.007,-5.855,no
TRMHXQF128F148132A,1987,9,1,4,0.179,0,1,0.171,297.517,0,316.99546,0,84.953,-17.776,no
TRMHXGK128F42446AB,0,7,0.79,4,1,1,0.62,0,176.437,0,186.95791,0,161.93,-9.462,no
TRMHXXE128F4274B39,0,5,0.844,4,0.772,0,0.698,3.93,340.585,0,349.17832,0,100.176,-6.854,no
TRMHXDL128F14AD363,2005,9,0.627,1,0,0,0.579,9.503,162.545,0,167.8624,0,60.22,-19.658,no
TRMHXOO128F429E96A,1996,4,0.004,4,0.336,0,0.346,0.121,255.274,0,263.3922,0,119.997,-9.998,no
TRMHXFK12903CB2608,0,6,0.315,4,0,1,0.586,0,395.206,0,395.20608,0,136.035,-4.513,no
TRMHXUO128F9322178,1996,11,0.159,4,1,0,0.358,0.438,496.472,0,499.04281,0,85.052,-9.896,no
TRMHXVI128F9323C30,2003,0,0.731,4,0.495,1,0.746,3.808,225.64,0,236.2771,0,131.889,-8.337,no
TRMHXXW128F42ACF80,2005,6,0.509,4,1,1,0.461,0.165,211.133,0,217.52118,0,86.203,-4.301,no
TRMHXVG12903CC0AFC,0,2,0.707,3,1,1,0.616,0.171,205.984,0,211.87873,0,141.609,-8.947,no
TRMHXNI128F428E246,2006,2,0.045,3,0.746,1,0.488,0,364.82,0,369.76281,0,80.771,-10.622,no
TRMHXGR12903CD97E1,0,5,0.468,4,0.537,1,0.376,0.275,139.749,0,143.98649,0,116.272,-9.544,no
TRMHXIU128F92DF173,2008,0,0.046,4,0,1,0.177,0,221.298,0,230.24281,0,130.028,-3.685,no
TRMHXLR128F425DFA2,0,0,0.565,3,0.831,1,0.631,0.251,254.032,0,267.4673,0,152.123,-18.457,no
TRMHXBH128F1495CD8,2001,9,0.931,4,0,1,0.828,0.114,319.623,0,330.26567,0,57.737,-22.669,no
TRMHXXM128F92EAC63,1998,7,0.484,4,0,1,0.595,0,404.689,0,404.68853,0,128.129,-7.115,no
TRMHXBF12903CAC5DC,1993,6,0.737,4,0,1,0.629,0.16,215.603,0,223.03302,0,103.518,-9.603,no
TRMHXHG128F14965BC,1994,9,0.777,4,1,1,0.627,0.251,206.158,0,216.92036,0,99.772,-10.115,no
TRMHKWX128F9340D46,2006,9,0.694,4,0,0,0.585,2.926,253.771,0,258.08934,0,109.16,-12.2,no
TRMHKKC128F93427FE,1994,2,0.548,5,1,1,0.456,8.191,316.558,0,333.81832,0,102.994,-10.467,no
TRMHKSL128F423F5F2,2007,4,0,4,0.831,1,0.065,2.798,299.392,0,325.642,0,116.984,-5.639,no
TRMHKAR128F424A940,0,0,0.88,4,0,1,0.806,0.572,255.419,0,264.51546,0,84.381,-12.716,no
TRMHKRX128F92EDC4A,1982,9,0.513,1,0,1,0.508,0,118.195,0,123.402,0,103.497,-9.162,no
TRMHKNN128F931C7CE,2009,9,0.228,1,0,0,0.203,0.06,172.217,0,177.10975,0,164.013,-3.061,no
TRMHKXE128E078F807,1984,9,0.334,4,0.659,0,0.321,0.496,178.579,0,190.79791,0,91.093,-13.177,no
TRMHKMB128F9341955,0,8,0.184,1,0,0,0.353,0,364.78,0,376.13669,0,183.97,-14.647,no
TRMHKDH12903CE7EEB,2001,2,0,5,1,1,0,0,111.673,0,111.67302,0,147.112,-28.799,no
TRMHKHQ128F92E3155,2004,1,0.756,4,0.977,0,0.588,0,388.777,0,400.37832,0,244.03,-8.365,no
TRMHKKM12903CCEA7F,2010,3,0.457,4,0.415,0,0.641,0.148,268.98,0,282.27873,0,100.034,-3.346,no
TRMHKGR128F933B845,0,2,0.465,4,0.904,1,0.463,0,245.69,0,249.20771,0,100.918,-2.926,no
TRMHKSX128F4270877,0,2,0.55,4,0,1,0.567,2.821,139.993,0,143.49016,0,97.402,-12.836,no
TRMHKLM12903D0096B,2009,7,0.031,4,0.219,1,0.389,0,202.687,0,207.20281,0,126.968,-10.161,no
TRMHKCY128F930F5FB,0,0,0.436,1,0.591,1,0.486,0,322.769,0,322.76853,0,89.809,-7.51,no
TRMHKDO128F14992B4,1976,9,0.766,1,0,1,0.749,0.333,182.474,0,189.25669,0,84.968,-16.874,no
TRMHKFQ128F4265407,2002,6,0.019,4,1,0,0.432,0.165,158.139,0,166.73914,0,104.124,-7.104,no
TRMHKDS128F426C48C,1985,4,0.317,4,0,1,0.27,0,285.126,0,285.12608,0,155.573,-7.083,no
TRMHKLH12903CF2930,2008,1,0,4,0.926,1,0,0.438,32.705,0,32.70485,0,112.965,-7.966,no
TRMHKKP128F426974F,2004,9,0.655,1,0,1,0.565,4.034,88.694,0,95.84281,0,0,-26.551,no
TRMHKWV128F424305B,2006,4,0.843,4,0.368,1,0.764,0.078,126.961,0,136.80281,0,139.667,-15.855,no
TRMHKLQ128F4236FD1,0,11,0.582,5,0.653,1,0.539,0.316,184.082,0,190.22322,0,157.879,-13.082,no
TRMHKDV128F4274346,0,5,0.943,4,1,1,0.771,0.258,406.187,0,411.14077,0,127.968,-6.94,no
TRMHKTX128F42713F2,0,4,0.64,3,0.484,1,0.7,0.188,121.591,0,136.35873,0,71.355,-12.437,no
TRMHKMB128F932CF67,2005,3,0.695,4,1,1,0.609,0,214.738,0,228.80608,0,91.257,-10.823,no
TRMHKTG128F42173EB,0,0,0.845,3,0.818,1,0.833,0,140.637,0,151.2224,0,139.453,-15.149,no
TRMHKLL12903CA2177,0,2,0.633,3,0.643,1,0.538,0,269.758,0,276.87138,0,166.475,-12.851,no
TRMHKLW12903CACBB6,2008,1,0.138,4,1,0,0.547,0.843,275.696,0,279.45751,0,77.478,-12.614,no
TRMHKVA128F932B047,0,5,0.42,4,0.768,1,0.495,0.95,159.504,0,166.29506,0,168.793,-14.795,no
TRMHKBS128F425DD4B,2004,4,0.475,1,0,0,0.364,0,192.528,0,196.70159,0,142.907,-7.041,no
TRMHKFV128F42856C2,1999,0,0.679,1,1,1,0.623,0.328,242.051,0,247.27465,0,102.884,-5.407,no
TRMHKXN128F9340B45,0,0,0.832,5,0.543,1,0.684,0,170.301,0,180.74077,0,101.714,-7.645,no
TRMHKMP128F4228DBE,0,4,0.037,4,0.738,0,0.013,0.282,273.113,0,289.93261,0,95.937,-20.578,no
TRMHKSZ128F935A3D6,2001,6,0.51,4,0.356,0,0.601,0.206,198.589,0,206.18404,0,116.026,-5.988,no
TRMHKUM128F92D4CF7,2008,4,0.652,4,1,1,0.706,0.194,324.029,0,336.09098,0,154.768,-5.42,no
TRMHKME128F93176E5,0,4,0.635,4,0.56,0,0.555,0.212,198.856,0,201.61261,0,88.671,-5.267,no
TRMHKIS128F42330DB,1997,4,0.311,4,1,1,0.406,0.549,206.594,0,211.40853,0,211.386,-7.185,no
TRMHKIM128F4277127,0,8,0.973,1,0,1,0.64,2.281,154.529,0,159.03302,0,88.241,-18.927,no
TRMHKXN128E0799478,2004,11,0.713,4,0.459,0,0.647,0.132,241.25,0,253.93587,0,94.569,-4.161,no
TRMHKDX128F930052D,2003,0,0.145,4,1,1,0.512,0,119.066,0,122.80118,0,120.239,-17.946,no
TRMHKGV128F429EF5F,2007,9,0.282,4,0.268,1,0.363,0.166,187.71,0,190.53669,0,85.97,-5.646,no
TRMHKVQ128F9301EE9,0,0,0.466,4,0.997,1,0.325,0,169.247,0,169.24689,0,153.251,-4.175,no
TRMHKTF128F428428D,0,7,0.494,3,0.59,0,0.533,0.257,41.142,0,41.1424,0,161.019,-31.652,no
TRMHKRH128F92E127E,0,0,0.704,4,0.394,1,0.701,2.305,163.062,0,177.162,0,147.613,-19.775,no
TRMHKIZ128F1461B13,2002,7,0.445,1,0,1,0.552,0.566,261.509,0,266.47465,0,139.215,-13.804,no
TRMHKMV128F4283A65,0,0,0.021,4,1,1,0.327,0,207.699,0,207.69914,0,139.999,-4.927,no
TRMHKKI128F4265DE8,0,2,0.589,4,0.911,0,0.576,0,257.225,0,280.55465,0,95.851,-10.73,no
TRMHKTR128F92C67FF,1997,1,0.607,4,0.76,1,0.385,0.299,394.89,0,413.54404,0,155.902,-7.724,no
TRMHKBT128F932478F,0,11,0.504,4,0.303,0,0.539,4.905,229.285,0,244.29669,0,110.188,-11.25,no
TRMHKVI128F92F5474,0,3,0.865,3,0.543,1,0.894,0,226.006,0,235.78077,0,121.339,-12.154,no
TRMHKBM128F9344BF9,1999,2,0.957,4,0,1,0.633,0.345,194.81,0,210.12853,0,149.957,-13.742,no
TRMHKLI128F935107A,0,0,0.236,1,0,0,0.372,0.125,196.156,0,200.72444,0,147.14,-9.859,no
TRMHKLJ128F147B5D6,2003,4,0.343,4,0.185,1,0.537,0.31,233.442,0,241.73669,0,131.613,-7.332,no
TRMHKML128F933DB23,0,6,0.297,4,0,1,0.382,0,475.812,0,485.77261,0,136.998,-4.5,no
TRMHKSI128F426E1FA,2005,9,0.564,4,0.499,0,0.601,0.211,272.057,0,277.18485,0,161.992,-8.212,no
TRMHYLJ128F424E52A,0,6,0.492,1,0,1,0.496,0.154,180.361,0,186.67057,0,55.142,-21.236,no
TRMHYFK128F1488DE5,1999,2,0.596,1,0,1,0.671,0,185.644,0,189.20444,0,111.716,-4.811,no
TRMHYVO128F9322397,2005,9,0.382,4,0.224,1,0.355,1.069,261.631,0,269.73995,0,147.964,-7.889,no
TRMHYTX128F426455A,2004,9,0.609,1,0,1,0.573,0.253,228.182,0,237.66159,0,67.091,-9.597,no
TRMHYRQ128F422B5EC,0,6,0.496,4,0.605,1,0.373,0,206.234,0,218.122,0,96.009,-5.746,no
TRMHYXK128F42AD2D2,0,9,0.824,4,0.362,0,0.732,2.194,484.702,0,484.70159,0,85.596,-10.694,no
TRMHYSS128F427D503,1994,9,0.084,4,0.501,1,0.329,0,152.282,0,156.44689,0,154.776,-7.316,no
TRMHYGS128F425A740,1973,10,0.841,3,0.26,1,0.838,0.261,206.095,0,209.94567,0,137.335,-11.261,no
TRMHYDU128F92F286A,0,8,0.737,4,0.194,1,0.242,0,252.215,0,258.76853,0,164.588,-6.294,no
TRMHYXO12903C95FB9,0,9,0.116,4,0.615,0,0.263,0.16,138.507,0,148.00934,0,116.568,-19.784,no
TRMHYDB128F92F877A,2004,10,0.832,5,0.582,1,0.538,0.228,165.123,0,168.98567,0,156.949,-20.594,no
TRMHYBL12903CE7196,0,6,0.902,4,0.482,1,0.589,0.148,368.356,0,375.61424,0,110.014,-9.055,no
TRMHYJD12903CDD9FA,1991,7,0.065,4,0.89,1,0.493,0,350.058,0,361.82159,0,127.998,-4.415,no
TRMHYRA128F1462948,0,9,0.777,4,0.487,1,0.603,0.171,160.473,0,166.66077,0,90.74,-14.051,no
TRMHYDE128F930B5FD,2007,7,0.468,4,0.37,1,0.615,0,341.949,0,348.05506,0,125.989,-8.472,no
TRMHYGJ128EF35F1E1,2000,10,0.545,4,0.125,0,0.542,0.311,236.594,0,251.66322,0,178.318,-11.305,no
TRMHYUH128F425167D,2001,9,0.09,3,1,1,0.63,0.194,43.389,0,43.38893,0,119.071,-13.313,no
TRMHYGU12903CFA9B4,0,9,0.965,4,0,1,0.903,0.166,178.289,0,182.72608,0,153.191,-15.884,no
TRMHYSN128EF3453D6,0,4,0.276,4,0.146,1,0.56,1.123,164.618,0,172.06812,0,139.492,-15.407,no
TRMHYJA128F424C3D6,0,1,0.359,4,0,1,0.204,0.223,150.419,0,157.93587,0,162.414,-7.716,no
TRMHYOK128F42694AA,2007,10,0.321,4,1,0,0.383,0.063,206.402,0,215.562,0,116.673,-7.338,no
TRMHYOW12903CDF7E6,2009,6,0.796,4,0,0,0.686,0,606.223,0,606.22322,0,140.067,-5.967,no
TRMHYNB128F426908B,0,8,0.398,4,0.568,1,0.425,2.119,153.356,0,161.04444,0,142.8,-11.601,no
TRMHYAL128F4267642,1998,6,0.523,4,0.839,0,0.581,0.062,272.509,0,272.50893,0,205.966,-7.364,no
TRMHYXL128F423739F,0,0,0.545,4,0.487,1,0.558,0.305,229.384,0,234.1873,0,166.035,-8.403,no
TRMHYHY128F9334620,2004,4,0.087,4,0.853,0,0.242,0.583,382.079,0,388.8322,0,125.153,-8.145,no
TRMHYMH12903CE8ED5,0,7,0.536,4,0.946,1,0.451,0,358.534,0,363.83302,0,117.992,-12.728,no
TRMHYBQ128F424D96A,2007,3,0,4,0.869,1,0,2.055,166.922,0,179.9571,0,102.015,-23.362,no
TRMHYLV12903CBD5F0,2002,8,0.495,4,0.065,0,0.495,0.072,297.709,0,308.89751,0,127.896,-6.539,no
TRMHYPA128F42966EE,2003,0,0.859,4,0,1,0.748,0,178.486,0,185.23383,0,159.692,-7.021,no
TRMHYFE128F9323E1C,0,8,0.313,4,1,0,0.426,0,418.464,0,429.66159,0,89.417,-1.521,no
TRMHYDM12903CBCC40,2006,1,0.424,4,0.817,1,0.616,0.253,251.64,0,264.30649,0,86.131,-9.508,no
TRMHYSQ128F92CDE37,0,11,0.602,4,0,0,0.509,0,92.63,0,92.62975,0,193.026,-12.291,no
TRMHYXW128F4286817,0,0,0.51,4,0.443,1,0.572,0.432,252.889,0,258.95138,0,181.888,-6.726,no
TRMHYTJ128F427A725,2008,8,0.158,1,0,1,0.444,0,250.77,0,260.38812,0,193.776,-13.801,no
TRMHYQX128F92C6A7E,0,9,0.278,4,1,0,0.342,0.194,185.446,0,196.72771,0,161.67,-2.206,no
TRMHYNK128F932BC12,2005,1,0.374,3,0.234,0,0.426,0.467,309.476,0,324.49261,0,127.062,-4.562,no
TRMHYFM128F42AF25F,2006,3,0.678,4,0.606,1,0.635,0.357,206.449,0,216.24118,0,119.939,-7.593,no
TRMHYME128F9331D0D,2003,7,0.777,5,0.773,1,0.82,0,219.452,0,221.67465,0,129.834,-5.15,no
TRMHYJS128F92DEC56,1998,3,0.287,4,0.241,1,0.432,0.34,308.198,0,318.40608,0,97.176,-6.564,no
TRMHYIL128F92F22BE,2007,0,0.397,4,0.329,1,0.585,0.589,222.337,0,231.44444,0,67.968,-14.285,no
TRMHYFD128F42B1A1A,0,0,0.342,4,0.524,1,0.406,2.322,322.943,0,330.89261,0,129.786,-8.468,no
TRMHYCB128F932D8AC,0,11,0.477,1,0,0,0,0.977,119.269,0,121.5473,0,165.07,-12.942,no
TRMHYSW128EF34DBE6,0,5,0.433,4,0.715,0,0.691,0.504,164.432,0,171.04934,0,74.997,-12.709,no
TRMHYVE128F92F87A8,1992,7,0.312,4,0.998,1,0.522,0.212,167.782,0,171.20608,0,152.963,-18.218,no
TRMHYQW128F9303EA7,0,1,0.94,4,0.25,1,0.582,0.438,250.474,0,265.92608,0,134.913,-8.583,no
TRMHYMG12903CB4331,0,3,0.625,4,0.47,1,0.564,0,149.612,0,155.71546,0,126.418,-5.144,no
TRMHYGB128F42661B4,2005,10,0.058,3,0.639,1,0.28,0.151,59.664,0,62.01424,0,99.75,-4.703,no
TRMHYQA128F424CB65,2008,8,0.298,4,1,1,0.33,0.275,124.076,0,136.41098,0,95.068,-11.826,no
TRMHYUT12903C98F2C,2009,1,0.423,3,1,1,0.532,0.073,73.898,0,79.41179,0,88.061,-14.945,no
TRMHYEB12903CD9C45,0,2,0.156,4,0.81,1,0.481,0.584,233.181,0,245.08036,0,112.687,-13.769,no
TRMHYOQ128F930FC6C,0,2,0,4,0,1,0,0,9.534,0,9.53424,0,71.99,-13.632,no
TRMCMWP128F9306FDC,2003,0,0.386,4,0.631,1,0.488,4.029,264.342,0,269.06077,0,126.158,-7.385,no
TRMCMHX128F429719A,0,2,0.676,3,0.866,1,0.707,1.408,242.852,0,252.70812,0,72.073,-13.136,no
TRMCMTH12903CDB3B6,0,5,0.445,1,0,1,0.342,0,157.78,0,169.7171,0,146.038,-6.988,no
TRMCMMG12903CC7F36,2004,10,0.452,4,1,1,0.567,0,215.615,0,227.02975,0,102.496,-11.454,no
TRMCMDO128F148BCD9,1980,4,0.759,4,1,0,0.403,2.444,158.484,0,158.48444,0,122.895,-12.663,no
TRMCMNR128F930AF8E,2005,0,0.539,3,0.658,1,0.47,0,192.041,0,201.82159,0,189.358,-5.596,no
TRMCMQK12903CBEF81,2009,8,0.818,1,0.817,0,0.612,13.079,464.457,0,479.08526,0,76.668,-8.021,no
TRMCMJO128F424CB48,2001,4,0.315,4,0.509,0,0.582,2.188,283.492,0,298.47465,0,140.128,-5.453,no
TRMCMIC128F4261074,2006,11,0.537,4,0.843,0,0.539,0.237,165.239,0,177.6322,0,90.011,-3.737,no
TRMCMAS12903CC17B0,0,4,0.762,4,0,1,0.611,0,161.727,0,171.20608,0,122.652,-5.087,no
TRMCMPE128F147281D,2005,1,0.099,4,0.956,1,0.295,0.148,252.749,0,257.61914,0,125.035,-6.131,no
TRMCMAF12903CB7715,0,7,0.036,4,1,0,0.307,0.972,203.32,0,215.90159,0,123.99,-9.899,no
TRMCMOA128F1482F42,2006,2,0.002,4,0.557,1,0.225,0,189.19,0,195.60444,0,110.105,-5.759,no
TRMCMSO12903CE91DB,0,10,0.432,3,0.491,1,0.278,0.381,192.389,0,196.38812,0,83.519,-10.304,no
TRMCMUW128F425A0F5,1992,6,0.532,5,1,0,0.527,0.337,350.935,0,362.21342,0,145.405,-18.323,no
TRMCMSB128F14A832A,0,9,1,4,1,1,0.805,0.22,283.609,0,293.58975,0,164.066,-9.983,no
TRMCMGS128F423F8A3,0,8,0.656,1,0,1,0.65,0.509,145.444,0,156.70812,0,60.93,-19.441,no
TRMCMAV128F93084AF,0,7,0.377,3,1,1,0.44,0,392.005,0,408.18893,0,84.638,-5.58,no
TRMCMLD128F422EC77,2002,9,0.354,3,1,0,0.501,0.472,145.531,0,151.27465,0,104.586,-7.916,no
TRMCMYV12903D0F24C,0,0,0.945,7,1,1,0.641,0,292.455,0,297.482,0,123.306,-9.002,no
TRMCMGH128F935B183,1995,2,0.524,4,0.657,0,0.661,0.2,314.967,0,330.73587,0,66.221,-12.321,no
TRMCMLP128F9344E55,2005,0,0.782,4,0.284,1,0.648,5.254,159.736,0,167.36608,0,206.138,-5.033,no
TRMCMCM128F427C38B,1998,1,0.171,4,0.911,1,0.273,0.235,232.071,0,232.07138,0,130.946,-4.945,no
TRMCMYP128F145BC3D,1992,2,0.674,4,0,1,0.475,0.107,168.67,0,172.22485,0,180.996,-8.263,no
TRMCMGJ12903CE3F39,0,8,0.119,4,0.353,1,0.402,0,221.704,0,233.63873,0,151.932,-5.177,no
TRMCMLF128F426046B,0,8,0.833,4,0.75,1,0.721,2.038,203.871,0,207.72526,0,100.869,-6.967,no
TRMCMYG128F9343411,0,11,0.724,3,1,1,0.74,0.171,194.583,0,201.92608,0,95.548,-6.967,no
TRMCMIB128F933ADE9,2007,4,0.655,5,0.543,1,0.595,0,241.29,0,248.52853,0,103.98,-6.645,no
TRMCMKI128F9335999,1969,7,0.554,1,0,1,0.562,0.567,127.292,0,135.41832,0,142.906,-8.097,no
TRMCMUI128F4243C1D,0,7,0.272,1,0,1,0.44,0.432,221.803,0,229.45914,0,172.683,-10.553,no
TRMCMBW12903CF9511,0,0,0.465,4,0.733,1,0.611,0.061,250.201,0,273.99791,0,93.999,-6.465,no
TRMCMPB12903CE85CD,0,9,0.773,4,1,0,0.638,0.119,383.321,0,416.57424,0,125.02,-9.554,no
TRMCMBE128F92F8718,0,9,0.826,1,0.331,1,0.825,0.392,223.713,0,232.80281,0,85.517,-11.496,no
TRMCMWC128F1489B5C,2006,11,0.36,4,0.042,0,0.545,4.859,208.178,0,213.21098,0,141.987,-5.983,no
TRMCMUW12903CA5DAB,0,11,0.221,3,1,1,0.499,0,205.165,0,205.16526,0,240.267,-8.473,no
TRMCMGB128F4251767,0,7,0.876,3,1,1,0.872,0.25,206.193,0,215.90159,0,104.027,-12.966,no
TRMCMRE128F429758B,2005,1,0.896,4,0.895,0,0.736,0.09,187.431,0,189.75302,0,130.022,-2.706,no
TRMCMLK12903C9D71E,0,10,0.484,4,0.777,1,0.309,0.084,196.858,0,196.85832,0,93.209,-21.464,no
TRMCMDJ12903CEC6D5,0,7,0.677,4,0.188,0,0.624,0,255.147,0,263.00036,0,160.164,-12.879,no
TRMCMQC12903CBE807,0,9,0.292,4,0,0,0.396,0,425.035,0,435.61751,0,158.504,-12.268,no
TRMCMMS128EF359AD2,0,4,0.69,3,1,1,0.548,0,219.609,0,227.29098,0,114.249,-6.833,no
TRMCMPB128F423CD24,1999,7,0.272,4,0.665,1,0.233,0.351,74.37,0,74.37016,0,116.828,-21.991,no
TRMCMXL128F92F15DE,2006,3,0.4,1,0,1,0.34,0,142.988,0,154.93179,0,57.752,-11.881,no
TRMCMHE128F92FF340,2005,11,0.448,3,0.602,1,0.552,0.311,179.513,0,188.47302,0,109.505,-17.262,no
TRMCMVE12903CA07CD,0,7,0.248,4,0.169,1,0.334,2.397,525.636,0,534.36036,0,122.993,-7.789,no
TRMCMDJ128E078EA12,1992,0,0.77,1,0.374,1,0.579,0.287,152.131,0,157.83138,0,86.292,-8.763,no
TRMCMCK128F933A2AA,2006,5,0.458,4,0.688,1,0.419,2.566,260.151,0,268.14649,0,157.806,-7.391,no
TRMCMHZ128F1468351,0,7,0.882,4,0.196,1,0.455,0,482.522,0,502.20363,0,130.029,-7.021,no
TRMCMTV128E078C118,2005,2,1,4,0.245,1,0.909,0.128,271.952,0,284.29016,0,163.249,-14.111,no
TRMCMSJ12903CF9DB1,0,4,0.112,3,0.849,0,0.245,0.74,224.508,0,264.33261,0,75.752,-11.734,no
TRMCMRJ12903CC3999,1953,9,0.107,4,0.163,1,0.502,0.271,116.994,0,121.93914,0,134.07,-20.54,no
TRMCMNZ128F93417B8,0,5,0.804,4,0.054,0,0.589,0.45,329.288,0,341.99465,0,128.284,-10.798,no
TRMCMPG128EF341D2C,2004,11,0.158,4,0.911,0,0.512,0.209,172.78,0,177.60608,0,93.292,-7.082,no
TRMCMAL128F9322A82,2009,0,0.204,4,0.955,1,0.461,0,283.44,0,289.74975,0,120.016,-5.879,no
TRMCMNF128F425A3E1,0,9,0.511,1,0.324,1,0.598,0.253,152.706,0,158.35383,0,121.509,-15.526,no
TRMCMEJ128F92EF044,0,6,0.087,4,0,0,0.377,0,329.334,0,334.88934,0,140.035,-6.628,no
TRMCMHM12903CC99B3,0,0,0.493,3,0.249,1,0.683,0.358,217.037,0,229.85098,0,183.892,-9.703,no
TRMCMRW12903CBD2B1,1999,4,0.271,4,0.86,0,0.236,0.245,196.435,0,208.27383,0,114.716,-5.86,no
TRMCMWQ128F42AB2F1,1998,0,0.54,4,0.532,1,0.211,0.148,195.117,0,207.98649,0,122.691,-11.003,no
TRMCWGW128F14750E8,2002,11,0.199,4,0,1,0.457,0.253,286.29,0,320.07791,0,121.664,-6.197,no
TRMCWPM128F424DC2D,0,5,0.963,4,0.392,1,0.696,0.309,139.372,0,146.6771,0,141.951,-14.583,no
TRMCWPE128F9315B1C,2009,11,0.518,4,0.853,0,0.45,6.565,237.836,0,244.34893,0,124.072,-4.567,no
TRMCWKQ128F930CA65,1971,10,0.887,3,0.343,1,0.622,0.25,82.762,0,86.88281,0,87.583,-16.114,no
TRMCWWU12903CF576D,0,0,0.596,4,0.65,1,0.486,0.212,236.507,0,245.4722,0,116.084,-5.357,no
TRMCWAX128F42758DF,0,0,0.712,3,0.345,1,0.722,3.146,300.878,0,300.87791,0,161.818,-8.69,no
TRMCWMH128F429AE84,2003,11,0.768,4,0.031,1,0.707,0.194,217.681,0,228.72771,0,206.435,-3.912,no
TRMCWOR128F92EA6D6,1993,11,0.744,1,0.031,0,0.669,3.913,347.872,0,347.8722,0,137.597,-9.788,no
TRMCWFJ128F14638FC,1996,7,0.417,4,0.859,1,0.648,0.177,307.659,0,325.92934,0,138.891,-7.647,no
TRMCWNI12903CAA6D5,1991,10,0.95,4,0.584,1,0.807,2.426,306.387,0,316.3424,0,113.812,-8.852,no
TRMCWIB128F4286621,2006,1,0.008,3,0.65,1,0.308,3.506,58.357,0,58.3571,0,65.401,-10.788,no
TRMCWSN128F427155C,2006,6,0,4,0.805,1,0,3.64,199.117,0,209.99791,0,126.954,-4.542,no
TRMCWBV128F422BC5A,0,6,0.643,3,0.352,1,0.648,2.241,230.76,0,238.05342,0,96.827,-13.301,no
TRMCWEE128F930FB14,0,8,0.078,4,0,1,0.601,0.235,245.452,0,259.39546,0,86.904,-5.877,no
TRMCWIB128F92E714F,0,8,0.629,4,0.584,1,0.577,0,1041.218,0,1051.08853,0,58.593,-12.122,no
TRMCWPE128F42AB219,0,7,0.363,4,0,1,0.685,0.351,157.425,0,168.202,0,121.661,-10.192,no
TRMCWHC12903CDB665,0,2,0,1,0.531,1,0.142,0,167.392,0,167.3922,0,164.516,-15.588,no
TRMCWHU128F424F9D2,2007,7,0.606,4,0.601,0,0.404,0.085,206.483,0,217.73016,0,196.067,-6.302,no
TRMCWGV128F422278A,1983,5,0.022,4,0,1,0.168,0.985,116.524,0,124.83873,0,132.222,-7.002,no
TRMCWFM128F92F0032,2009,11,0.121,4,0.463,0,0.346,0.259,283.98,0,288.28689,0,104.112,-8,no
TRMCWGR128F92CDA60,2008,0,0.279,4,0.145,1,0.253,2.032,207.79,0,216.31955,0,129.776,-5.569,no
TRMCWQG128F92E1560,0,5,0.136,4,0.247,1,0.101,0.299,92.653,0,103.49669,0,100.623,-15.291,no
TRMCWIL128F4228CE9,1980,3,0.223,4,1,1,0.412,0.12,173.604,0,185.10322,0,120.316,-7.762,no
TRMCWRA128F4285E65,1999,8,0,4,0.327,1,0.168,3.059,247.908,0,254.53669,0,135.841,-9.124,no
TRMCWWM12903CDCF38,1995,7,0.749,1,0,1,0.735,0.305,154.749,0,154.74893,0,108.25,-8.64,no
TRMCWNB128F92D1DE6,1991,7,0.772,4,0,1,0.795,0,239.787,0,249.70404,0,170.045,-12.928,no
TRMCWUO128F92F40E2,2002,0,0.769,0,0,1,0.773,0.101,74.631,0,74.63138,0,0,-20.745,no
TRMCWUD128F424E827,0,5,0.716,5,0.618,1,0.71,5.317,1055.73,0,1133.58322,0,82.842,-22.87,no
TRMCWDE128F9322500,0,2,0.491,1,0,1,0.525,3.518,260.911,0,265.19465,0,91.88,-19.769,no
TRMCWHJ128F4227D18,2007,10,0.558,4,0.248,0,0.48,0,239.015,0,242.28526,0,162.977,-8.33,no
